央视频道,#genre#
CCTV15,http://8.138.90.107/%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E7%9D%A1%E7%9C%BC%E8%BF%B7%E7%A6%BB%E7%9A%84%E7%8C%AB%E3%80%91/migu.php?id=cctv15
CCTV16,http://8.138.90.107/%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E7%9D%A1%E7%9C%BC%E8%BF%B7%E7%A6%BB%E7%9A%84%E7%8C%AB%E3%80%91/migu.php?id=cctv16
CCTV17,http://8.138.90.107/%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E7%9D%A1%E7%9C%BC%E8%BF%B7%E7%A6%BB%E7%9A%84%E7%8C%AB%E3%80%91/migu.php?id=cctv17

CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8
CCTV1,http://182.92.109.190:1668/72/72.php?id=cctv1
CCTV2,http://182.92.109.190:1668/72/72.php?id=cctv2
CCTV3,http://182.92.109.190:1668/72/72.php?id=cctv3
CCTV4,http://182.92.109.190:1668/72/72.php?id=cctv4
CCTV5,http://182.92.109.190:1668/72/72.php?id=cctv5
CCTV5+,http://182.92.109.190:1668/72/72.php?id=cctv5p
CCTV6,http://182.92.109.190:1668/72/72.php?id=cctv6
CCTV7,http://182.92.109.190:1668/72/72.php?id=cctv7
CCTV8,http://182.92.109.190:1668/72/72.php?id=cctv8
CCTV9,http://182.92.109.190:1668/72/72.php?id=cctv9
CCTV10,http://182.92.109.190:1668/72/72.php?id=cctv10
CCTV11,http://182.92.109.190:1668/72/72.php?id=cctv11
CCTV12,http://182.92.109.190:1668/72/72.php?id=cctv12
CCTV13,http://182.92.109.190:1668/72/72.php?id=cctv13
CCTV14,http://182.92.109.190:1668/72/72.php?id=cctv14
CCTV15,http://182.92.109.190:1668/72/72.php?id=cctv15
CCTV16,http://182.92.109.190:1668/72/72.php?id=cctv16
CCTV17,http://182.92.109.190:1668/72/72.php?id=cctv17
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0
CCTV13,http://lives.jnnews.tv/video/s10001-cctv/index.m3u8
CCTV13,http://hls.hsrtv.cn/live/hsyouxian.m3u8
CCTV4,http://107.148.130.31:15826/tw/mk592.php?id=67
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4

CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV16,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV1,http://60.9.236.3:50003/hls/1/index.m3u8$河北联通酒店
CCTV10,http://60.9.236.3:50003/hls/10/index.m3u8$河北联通酒店
CCTV11,http://60.9.236.3:50003/hls/11/index.m3u8$河北联通酒店
CCTV12,http://60.9.236.3:50003/hls/12/index.m3u8$河北联通酒店
CCTV13,http://60.9.236.3:50003/hls/13/index.m3u8$河北联通酒店
CCTV14,http://60.9.236.3:50003/hls/14/index.m3u8$河北联通酒店
CCTV15,http://60.9.236.3:50003/hls/15/index.m3u8$河北联通酒店
CCTV17,http://60.9.236.3:50003/hls/17/index.m3u8$河北联通酒店
CCTV2,http://60.9.236.3:50003/hls/2/index.m3u8$河北联通酒店
CCTV3,http://60.9.236.3:50003/hls/3/index.m3u8$河北联通酒店
CCTV4,http://60.9.236.3:50003/hls/4/index.m3u8$河北联通酒店
CCTV5+,http://60.9.236.3:50003/hls/21/index.m3u8$河北联通酒店
CCTV5,http://60.9.236.3:50003/hls/5/index.m3u8$河北联通酒店
CCTV6,http://60.9.236.3:50003/hls/6/index.m3u8$河北联通酒店
CCTV7,http://60.9.236.3:50003/hls/7/index.m3u8$河北联通酒店
CCTV8,http://60.9.236.3:50003/hls/8/index.m3u8$河北联通酒店
CCTV9,http://60.9.236.3:50003/hls/9/index.m3u8$河北联通酒店
CCTV1,http://119.123.79.35:9600/hls/1/index.m3u8$广东电信酒店
CCTV10,http://119.123.79.35:9600/hls/11/index.m3u8$广东电信酒店
CCTV11,http://119.123.79.35:9600/hls/12/index.m3u8$广东电信酒店
CCTV12,http://119.123.79.35:9600/hls/13/index.m3u8$广东电信酒店
CCTV13,http://119.123.79.35:9600/hls/14/index.m3u8$广东电信酒店
CCTV14,http://119.123.79.35:9600/hls/15/index.m3u8$广东电信酒店
CCTV15,http://119.123.79.35:9600/hls/16/index.m3u8$广东电信酒店
CCTV2,http://119.123.79.35:9600/hls/2/index.m3u8$广东电信酒店
CCTV3,http://119.123.79.35:9600/hls/3/index.m3u8$广东电信酒店
CCTV4,http://119.123.79.35:9600/hls/4/index.m3u8$广东电信酒店
CCTV5+,http://119.123.79.35:9600/hls/6/index.m3u8$广东电信酒店
CCTV5,http://119.123.79.35:9600/hls/5/index.m3u8$广东电信酒店
CCTV6,http://119.123.79.35:9600/hls/7/index.m3u8$广东电信酒店
CCTV7,http://119.123.79.35:9600/hls/8/index.m3u8$广东电信酒店
CCTV8,http://119.123.79.35:9600/hls/9/index.m3u8$广东电信酒店
CCTV9,http://119.123.79.35:9600/hls/10/index.m3u8$广东电信酒店
CCTV1,http://58.254.14.118:808/hls/1/index.m3u8$广东联通酒店
CCTV10,http://58.254.14.118:808/hls/10/index.m3u8$广东联通酒店
CCTV11,http://58.254.14.118:808/hls/11/index.m3u8$广东联通酒店
CCTV12,http://58.254.14.118:808/hls/12/index.m3u8$广东联通酒店
CCTV13,http://58.254.14.118:808/hls/13/index.m3u8$广东联通酒店
CCTV14,http://58.254.14.118:808/hls/14/index.m3u8$广东联通酒店
CCTV15,http://58.254.14.118:808/hls/15/index.m3u8$广东联通酒店
CCTV2,http://58.254.14.118:808/hls/2/index.m3u8$广东联通酒店
CCTV3,http://58.254.14.118:808/hls/3/index.m3u8$广东联通酒店
CCTV4,http://58.254.14.118:808/hls/4/index.m3u8$广东联通酒店
CCTV5+,http://58.254.14.118:808/hls/99/index.m3u8$广东联通酒店
CCTV5,http://58.254.14.118:808/hls/5/index.m3u8$广东联通酒店
CCTV6,http://58.254.14.118:808/hls/6/index.m3u8$广东联通酒店
CCTV7,http://58.254.14.118:808/hls/7/index.m3u8$广东联通酒店
CCTV8,http://58.254.14.118:808/hls/8/index.m3u8$广东联通酒店
CCTV9,http://58.254.14.118:808/hls/9/index.m3u8$广东联通酒店
CCTV1,http://123.10.77.114:808/hls/1/index.m3u8$河南联通酒店
CCTV10,http://123.10.77.114:808/hls/10/index.m3u8$河南联通酒店
CCTV11,http://123.10.77.114:808/hls/11/index.m3u8$河南联通酒店
CCTV12,http://123.10.77.114:808/hls/12/index.m3u8$河南联通酒店
CCTV13,http://123.10.77.114:808/hls/13/index.m3u8$河南联通酒店
CCTV14,http://123.10.77.114:808/hls/14/index.m3u8$河南联通酒店
CCTV15,http://123.10.77.114:808/hls/15/index.m3u8$河南联通酒店
CCTV2,http://123.10.77.114:808/hls/2/index.m3u8$河南联通酒店
CCTV3,http://123.10.77.114:808/hls/3/index.m3u8$河南联通酒店
CCTV4,http://123.10.77.114:808/hls/4/index.m3u8$河南联通酒店
CCTV5,http://123.10.77.114:808/hls/5/index.m3u8$河南联通酒店
CCTV6,http://123.10.77.114:808/hls/6/index.m3u8$河南联通酒店
CCTV7,http://123.10.77.114:808/hls/7/index.m3u8$河南联通酒店
CCTV8,http://123.10.77.114:808/hls/8/index.m3u8$河南联通酒店
CCTV9,http://123.10.77.114:808/hls/9/index.m3u8$河南联通酒店
CCTV1,http://60.4.229.115:808/hls/1/index.m3u8$河北联通酒店
CCTV10,http://60.4.229.115:808/hls/10/index.m3u8$河北联通酒店
CCTV11,http://60.4.229.115:808/hls/11/index.m3u8$河北联通酒店
CCTV12,http://60.4.229.115:808/hls/12/index.m3u8$河北联通酒店
CCTV13,http://60.4.229.115:808/hls/13/index.m3u8$河北联通酒店
CCTV14,http://60.4.229.115:808/hls/14/index.m3u8$河北联通酒店
CCTV15,http://60.4.229.115:808/hls/15/index.m3u8$河北联通酒店
CCTV16,http://60.4.229.115:808/hls/16/index.m3u8$河北联通酒店
CCTV2,http://60.4.229.115:808/hls/2/index.m3u8$河北联通酒店
CCTV3,http://60.4.229.115:808/hls/3/index.m3u8$河北联通酒店
CCTV4,http://60.4.229.115:808/hls/4/index.m3u8$河北联通酒店
CCTV5+,http://60.4.229.115:808/hls/17/index.m3u8$河北联通酒店
CCTV5,http://60.4.229.115:808/hls/5/index.m3u8$河北联通酒店
CCTV6,http://60.4.229.115:808/hls/6/index.m3u8$河北联通酒店
CCTV7,http://60.4.229.115:808/hls/7/index.m3u8$河北联通酒店
CCTV8,http://60.4.229.115:808/hls/8/index.m3u8$河北联通酒店
CCTV9,http://60.4.229.115:808/hls/9/index.m3u8$河北联通酒店
CCTV1,http://60.4.229.175:808/hls/1/index.m3u8$河北联通酒店
CCTV10,http://60.4.229.175:808/hls/10/index.m3u8$河北联通酒店
CCTV11,http://60.4.229.175:808/hls/11/index.m3u8$河北联通酒店
CCTV12,http://60.4.229.175:808/hls/12/index.m3u8$河北联通酒店
CCTV13,http://60.4.229.175:808/hls/13/index.m3u8$河北联通酒店
CCTV14,http://60.4.229.175:808/hls/14/index.m3u8$河北联通酒店
CCTV15,http://60.4.229.175:808/hls/15/index.m3u8$河北联通酒店
CCTV16,http://60.4.229.175:808/hls/16/index.m3u8$河北联通酒店
CCTV2,http://60.4.229.175:808/hls/2/index.m3u8$河北联通酒店
CCTV3,http://60.4.229.175:808/hls/3/index.m3u8$河北联通酒店
CCTV4,http://60.4.229.175:808/hls/4/index.m3u8$河北联通酒店
CCTV5+,http://60.4.229.175:808/hls/17/index.m3u8$河北联通酒店
CCTV5,http://60.4.229.175:808/hls/5/index.m3u8$河北联通酒店
CCTV6,http://60.4.229.175:808/hls/6/index.m3u8$河北联通酒店
CCTV7,http://60.4.229.175:808/hls/7/index.m3u8$河北联通酒店
CCTV8,http://60.4.229.175:808/hls/8/index.m3u8$河北联通酒店
CCTV9,http://60.4.229.175:808/hls/9/index.m3u8$河北联通酒店
CCTV1,http://59.173.183.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV10,http://59.173.183.242:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV11,http://59.173.183.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV12,http://59.173.183.242:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV13,http://59.173.183.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV14,http://59.173.183.242:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV15,http://59.173.183.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV17,http://59.173.183.242:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV2,http://59.173.183.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV3,http://59.173.183.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV4,http://59.173.183.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV5+,http://59.173.183.242:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV5,http://59.173.183.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV6,http://59.173.183.242:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV7,http://59.173.183.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV8,http://59.173.183.242:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV9,http://59.173.183.242:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北电信酒店
CCTV1,http://218.76.32.193:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV10,http://218.76.32.193:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV12,http://218.76.32.193:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV13,http://218.76.32.193:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV14,http://218.76.32.193:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV15,http://218.76.32.193:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV2,http://218.76.32.193:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV3,http://218.76.32.193:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV4,http://218.76.32.193:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV5+,http://218.76.32.193:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV5,http://218.76.32.193:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV6,http://218.76.32.193:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV7,http://218.76.32.193:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV8,http://218.76.32.193:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV9,http://218.76.32.193:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖南电信酒店
CCTV1,http://60.4.229.203:808/hls/1/index.m3u8$河北联通酒店
CCTV10,http://60.4.229.203:808/hls/10/index.m3u8$河北联通酒店
CCTV11,http://60.4.229.203:808/hls/11/index.m3u8$河北联通酒店
CCTV12,http://60.4.229.203:808/hls/12/index.m3u8$河北联通酒店
CCTV13,http://60.4.229.203:808/hls/13/index.m3u8$河北联通酒店
CCTV14,http://60.4.229.203:808/hls/14/index.m3u8$河北联通酒店
CCTV15,http://60.4.229.203:808/hls/15/index.m3u8$河北联通酒店
CCTV16,http://60.4.229.203:808/hls/16/index.m3u8$河北联通酒店
CCTV2,http://60.4.229.203:808/hls/2/index.m3u8$河北联通酒店
CCTV3,http://60.4.229.203:808/hls/3/index.m3u8$河北联通酒店
CCTV4,http://60.4.229.203:808/hls/4/index.m3u8$河北联通酒店
CCTV5+,http://60.4.229.203:808/hls/17/index.m3u8$河北联通酒店
CCTV5,http://60.4.229.203:808/hls/5/index.m3u8$河北联通酒店
CCTV6,http://60.4.229.203:808/hls/6/index.m3u8$河北联通酒店
CCTV7,http://60.4.229.203:808/hls/7/index.m3u8$河北联通酒店
